Please rate how much you agree or disagree with the following statements. We use the term “geoscientist” to refer to someone who has an understanding of any field within the geosciences. - I identify as a geoscientist,Please rate how much you agree or disagree with the following statements. We use the term “geoscientist” to refer to someone who has an understanding of any field within the geosciences. - I am comfortable identifying myself as a geoscientist,Please rate how much you agree or disagree with the following statements. We use the term “geoscientist” to refer to someone who has an understanding of any field within the geosciences. - My field of study helps me identify as a geoscientist,Please rate how much you agree or disagree with the following statements. We use the term “geoscientist” to refer to someone who has an understanding of any field within the geosciences. - My faculty members recognize me as a geoscientist,Please rate how much you agree or disagree with the following statements. We use the term “geoscientist” to refer to someone who has an understanding of any field within the geosciences. - My peers recognize me as a geoscientist,(Continued) Please rate how much you agree or disagree with the following statements. We use the term “geoscientist” to refer to someone who has an understanding of any field within the geosciences. - My family and friends recognize me as a geoscientist,(Continued) Please rate how much you agree or disagree with the following statements. We use the term “geoscientist” to refer to someone who has an understanding of any field within the geosciences. - It is not important to me that others see me as a geoscientist,(Continued) Please rate how much you agree or disagree with the following statements. We use the term “geoscientist” to refer to someone who has an understanding of any field within the geosciences. - Seeing other people who look like me within my field reinforces my geoscience identity,(Continued) Please rate how much you agree or disagree with the following statements. We use the term “geoscientist” to refer to someone who has an understanding of any field within the geosciences. - Doing geoscience is not important to who I am,(Continued) Please rate how much you agree or disagree with the following statements. We use the term “geoscientist” to refer to someone who has an understanding of any field within the geosciences. - My knowledge and skills will allow me to help others,(Continued) Please rate how much you agree or disagree with the following statements. We use the term “geoscientist” to refer to someone who has an understanding of any field within the geosciences. - My knowledge and skills will allow me to contribute to social issues that are important to me,(Continued) Please rate how much you agree or disagree with the following statements. We use the term “geoscientist” to refer to someone who has an understanding of any field within the geosciences. - I do not enjoy conducting research,(Continued) Please rate how much you agree or disagree with the following statements. We use the term “geoscientist” to refer to someone who has an understanding of any field within the geosciences. - I have to work harder than my peers to be recognized as a geoscientist due to my race or ethnicity,(Continued) Please rate how much you agree or disagree with the following statements. We use the term “geoscientist” to refer to someone who has an understanding of any field within the geosciences. - I have to work harder than my peers to be recognized as a geoscientist due to my gender,(Continued) Please rate how much you agree or disagree with the following statements. We use the term “geoscientist” to refer to someone who has an understanding of any field within the geosciences. - I am confident that I can understand geoscience in class,(Continued) Please rate how much you agree or disagree with the following statements. We use the term “geoscientist” to refer to someone who has an understanding of any field within the geosciences. - I am confident that I can understand geoscience outside of class,(Continued) Please rate how much you agree or disagree with the following statements. We use the term “geoscientist” to refer to someone who has an understanding of any field within the geosciences. - I can do well on exams and projects in geoscience,(Continued) Please rate how much you agree or disagree with the following statements. We use the term “geoscientist” to refer to someone who has an understanding of any field within the geosciences. - I do not understand concepts I have studied in geoscience,(Continued) Please rate how much you agree or disagree with the following statements. We use the term “geoscientist” to refer to someone who has an understanding of any field within the geosciences. - Others ask me for help in geoscience,(Continued) Please rate how much you agree or disagree with the following statements. We use the term “geoscientist” to refer to someone who has an understanding of any field within the geosciences. - I cannot overcome setbacks in geoscience,"If any of the following have had an influence (positive or negative) on your identity as a geoscientist, please rate their impact. You may select “N/A” for any you did not experience. - Faculty mentors and/or role models","If any of the following have had an influence (positive or negative) on your identity as a geoscientist, please rate their impact. You may select “N/A” for any you did not experience. - Learning how to use tools, equipment, and other material resources","If any of the following have had an influence (positive or negative) on your identity as a geoscientist, please rate their impact. You may select “N/A” for any you did not experience. - Research projects in class","If any of the following have had an influence (positive or negative) on your identity as a geoscientist, please rate their impact. You may select “N/A” for any you did not experience. - Research experience outside of regular classes","If any of the following have had an influence (positive or negative) on your identity as a geoscientist, please rate their impact. You may select “N/A” for any you did not experience. - Place-based geoscience courses (learning in and about a particular place)","(Continued) If any of the following have had an influence (positive or negative) on your identity as a geoscientist, please rate their impact. You may select “N/A” for any you did not experience. - Coursework incorporating cultural relevance and/or Indigenous knowledge","(Continued) If any of the following have had an influence (positive or negative) on your identity as a geoscientist, please rate their impact. You may select “N/A” for any you did not experience. - Field experiences","(Continued) If any of the following have had an influence (positive or negative) on your identity as a geoscientist, please rate their impact. You may select “N/A” for any you did not experience. - Gaining knowledge about geoscience careers","(Continued) If any of the following have had an influence (positive or negative) on your identity as a geoscientist, please rate their impact. You may select “N/A” for any you did not experience. - Receiving support from family and peers","(Continued) If any of the following have had an influence (positive or negative) on your identity as a geoscientist, please rate their impact. You may select “N/A” for any you did not experience. - Feeling a sense of belonging/ relating to geoscience culture","(Continued) If any of the following have had an influence (positive or negative) on your identity as a geoscientist, please rate their impact. You may select “N/A” for any you did not experience. - Feeling connected to the Earth","(Continued) If any of the following have had an influence (positive or negative) on your identity as a geoscientist, please rate their impact. You may select “N/A” for any you did not experience. - Seeing oneself represented in geoscience faculty and staff","(Continued) If any of the following have had an influence (positive or negative) on your identity as a geoscientist, please rate their impact. You may select “N/A” for any you did not experience. - Microagressions (small instances of indirect, subtle, or unintentional discrimination)","(Continued) If any of the following have had an influence (positive or negative) on your identity as a geoscientist, please rate their impact. You may select “N/A” for any you did not experience. - Macroagressions (large scale or overt discrimination)","If you would like to discuss any of your answers, you may do so below:",What was the main reason you chose your geoscience major?,"Did you ever consider leaving your geoscience major? If so, why?","Did you switch from a different major into your geoscience major? If so, what was your original major and why did you choose geoscience?",Are you planning on going into a career in the geosciences after you graduate? Please explain.,"Were there any important aspects of your experience as a geoscience major that were not listed above? If so, please describe them.",Which of the following most accurately describes you?You may choose more than one.,You may also state your gender identity in your own words below:,What is your ethnicity?,What is your racial background?,You may also state your racial/ethnic identity in your own words below:,"If there are any other aspects of your identity you would like to share, please add it below:",Would you like to enter the raffle for one of several $50 Amazon e-gift cards? Your responses will still remain anonymous.
4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,2 = Disagree,4 = Agree,4 = Agree,2 = Disagree,2 = Disagree,2 = Disagree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,4 = Agree,2 = Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,,I love studying different aspects about the Earth.,No,No,Yes I hope to after I graduate.,No,Female,,Non-Hispanic or Latino,White,,,Yes
5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,2 = Disagree,5 = Strongly Agree,2 = Disagree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,2 = Disagree,4 = Agree,4 = Agree,4 = Agree,5 = Strongly Agree,2 = Disagree,5 = Strongly Agree,2 = Disagree,1 = Had a positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,,Interest in courses,No,"Yes, chemistry. Wanted a more diverse background","Yes, going to graduate school for oceanography",n/a,Female,,Non-Hispanic or Latino,White,,,Yes
5 = Strongly Agree,3 = Neither Agree nor Disagree,5 = Strongly Agree,4 = Agree,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,5 = Strongly Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,,Interest,No ,Music education ,Yes teaching geoscience ,Nothing worth noting ,Male,,Hispanic or Latino,,,,Yes
5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,4 = Agree,2 = Disagree,2 = Disagree,2 = Disagree,5 = Strongly Agree,4 = Agree,5 = Strongly Agree,2 = Disagree,4 = Agree,2 = Disagree,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,I enjoy being outdoors and I am interested in earth processes,Not once I started. Switched into geoscience from engineering,"Yes, original major was engineering. Found geoscience more interesting",Yes - don’t have a job yet so I don’t know what I’ll be doing,UNDERGRADUATE RESEARCH!,Male,,Non-Hispanic or Latino,White,,,Yes
5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,1 = Strongly Disagree,5 = Strongly Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,2 = Disagree,4 = Agree,2 = Disagree,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,#NAME?,0 = Had neither a positive nor a negative impact,,Fell in love with rocks and national parks at a young age ,"Yes, physics rocked my gpa and I struggled to figure it out",Came in as a decided geo major,"Yes, I hope to start in consulting and work my way up to the national park service ",My 101 prof was hyped about class and that got me hyped about class ,Female,,Hispanic or Latino,"White,More than one race",,,Yes
4 = Agree,5 = Strongly Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,1 = Strongly Disagree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,5 = Strongly Agree,3 = Neither Agree nor Disagree,1 = Had a positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,#NAME?,2 = Had a strong positive impact,#NAME?,#NAME?,#NAME?,"As a native american trans person in geoscience, I find very few people with my cultural background. Furthermore, when I do hear people talk about national parks and land-based knowledge they talk about it in a very clinical way that is disconnected from the people who owned the land.  Sometimes I see people pull up pictures of places and landforms in the pacific northwest(the columbia river) that are from my reservation and they don't even mention how my people have 20,000+ years of history in the area. One time, when looking at Walla Walla, someone in my class even said ""what a dumb name, who named that?"" and I had to raise my hand to say ""well, Wéele is the word for river in our plateau langauges, that's where this comes from. It means full of rivers."" And the class just went silent. I also shared a myth about the glacial outwash boulders in the state. Everything is really disconnected, and I definitely feel alone most times in geoscience as a trans person and as a native american person. I know it takes presences like mine to change that, but it's hard. It is insulting sometimes that we are studying the land of my ancestors and its never mentioned who lived in the national parks or owned them before people put a fence and a plaque on ol' faithful. ",I love rocks and collected rocks as a kid. I saw Robert Ballard speak when I was young and that inspired me to become a marine geologist. Now I work in geophysics/geochemistry.,No.,No.,"Yes, I am in a PhD program and will be beginning in the fall.","My biggest influences were kind people who took time to conduct research with me and professors who were passionate about their jobs. I found many passionate professors at UF which I am thankful about, and a very kind person from another university who got me involved in experimental petrology as a sophomore.",Non-binary,"Non-binary, trans-femme, two-spirit",Non-Hispanic or Latino,"American Indian or Alaska Native,White,More than one race","Nez Perce/Sac and Fox, Bavarian German/Ukrainian",,Yes
4 = Agree,2 = Disagree,2 = Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,4 = Agree,1 = Strongly Disagree,4 = Agree,4 = Agree,1 = Strongly Disagree,2 = Disagree,2 = Disagree,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,4 = Agree,2 = Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,#NAME?,N/A = Not applicable/ Did not experience this,,Fascination with the kinds of questions and investigations that geoscience and geology encompass.,"I don't believe I ever considered leaving, but I have been demoralized for a time by COVID influenced online learning. I have felt overwhelmed at times and have had feelings that I'm not good enough to succeed in geology.",My original major was political science or some other humanities based discipline. I switched because I took an intro to geology course and learned about planetary geology.,Yes. I plan on attending graduate school because I love doing my undergraduate research thesis and I want to do more research as a result!,,Male,,Hispanic or Latino,"White,Other/I'll type it below","Bi-racial (Mexican, White)",,Yes
3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,2 = Disagree,2 = Disagree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,2 = Disagree,2 = Disagree,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,Always loved learning about the process of the planet Earth.,No.,n/a,"Hopefully yes. With my knowledge I hope to work in a museum or aquarium. If all else fails, become an earth science teacher",I like having the options to branch out in the geosciences. There is a lot you can study to pinpoint exactly what you like.,Female,,Hispanic or Latino,White,,,Yes
4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,2 = Disagree,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,#NAME?,N/A = Not applicable/ Did not experience this,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,#NAME?,N/A = Not applicable/ Did not experience this,,I enjoyed taking classes and participating in research experiences that allowed me to travel. ,No,"Yes. I was originally a math major. I switched to geoscience because I thought it was more practical and hands-on than the abstract math classes I was taking. Plus, everyone in the Earth department was much more welcoming.","Yes, I will be attending graduate school for marine geophysics",,Female,,Non-Hispanic or Latino,White,,,Yes
4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,5 = Strongly Agree,2 = Disagree,4 = Agree,2 = Disagree,1 = Strongly Disagree,5 = Strongly Agree,1 = Strongly Disagree,4 = Agree,4 = Agree,2 = Disagree,2 = Disagree,4 = Agree,2 = Disagree,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,#NAME?,1 = Had a positive impact,#NAME?,#NAME?,#NAME?,I did receive micro aggressions as a member of the Latino community and definitely felt like I missed out on opportunities and was treated differently as my peers.,I thought it would be cool to work with the earth outside, Not once,I was a biology major before,I would like to if given the opportunity ,,Male,,Hispanic or Latino,Other/I'll type it below,Mexican ,,Yes
5 = Strongly Agree,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,5 = Strongly Agree,3 = Neither Agree nor Disagree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,1 = Strongly Disagree,2 = Disagree,5 = Strongly Agree,4 = Agree,3 = Neither Agree nor Disagree,1 = Strongly Disagree,4 = Agree,2 = Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,"I enjoyed my field experiences; however, I felt incompetent in the field. The projects after the fieldwork also brought me a lot of stress.",I want to do Paleontology.,Yes. I am concerned that I am not the best fit for field work and therefore cannot complete tasks required for professional jobs.,No,"Yes. I plan to do paleontology, hydrogeology, or be a general geologist.","I got the opportunity to try different aspects of geoscience through internships. So far, I had done hydrogeology and micropaleontology.",Female,,Non-Hispanic or Latino,"White,More than one race",,,Yes
5 = Strongly Agree,4 = Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,5 = Strongly Agree,2 = Disagree,1 = Strongly Disagree,1 = Strongly Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,2 = Disagree,4 = Agree,1 = Strongly Disagree,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,2 = Had a strong positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,N/A = Not applicable/ Did not experience this,Experienced some micro aggressions as a gay man but cant recall specific instances right now and all were unintentional from well-intended people.,"Travel, research opportunities, money in water mineral and energy sectors.","Yes, covid was a very hard year especially with online courses i ended up needed to retake a few core classes the next year.","Yes, switched from environmental science to geology since geology is more in depth and has a licensure.","Yes, either paid research opportunities or the hydrogeologic sector.",Field experiences and research outside of courses solidified my identity as a geoscientist and student of the earth,Male,,Non-Hispanic or Latino,"White,More than one race","Broadly white american, central european immigrant lineage","Bisexual, dating another man long term",Yes
5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,5 = Strongly Agree,3 = Neither Agree nor Disagree,2 = Disagree,1 = Strongly Disagree,1 = Strongly Disagree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,5 = Strongly Agree,1 = Strongly Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,N/A = Not applicable/ Did not experience this,N/A,I like rocks and fossils and was looking to shift out of a pure chemistry major. ,No,"Chemistry, geoscience utilizes some chemistry, physics and math and applies them to a bigger picture. ","Yes, I would like to work for the government in a geoscience job or teach geoscience.",No. ,Female,,Non-Hispanic or Latino,White,,,Yes
4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,5 = Strongly Agree,2 = Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,2 = Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,I chose geology as my geoscience major because I love being outdoors and just listening to the elements outside and what is outside in general. I also really want to help the Earth because it has done so much for us.,No,"Animal Science, I chose geology because I still wanted to be in the sciences and geology had to do with being outdoors as well.","Yes, I would like to work for the department of water for the state or the forest service or any hydrology career.",,Female,,Hispanic or Latino,,,,Yes
5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,5 = Strongly Agree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,5 = Strongly Agree,4 = Agree,5 = Strongly Agree,2 = Disagree,5 = Strongly Agree,1 = Strongly Disagree,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,#NAME?,N/A = Not applicable/ Did not experience this,,Rocks are cool.,"Sometimes I felt too stupid in classes, so it made me feel like I didn't belong in the major",Nope.,Yes. I actually already have a job waiting for me after I graduate as an environmental consultant. ,The geology club has helped me a lot in making connections to both my peers and faculty- as well as getting me outside and in nature!,I'll type it below,Female/ Non-binary (comfortable with either),Non-Hispanic or Latino,White,,,Yes
5 = Strongly Agree,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,2 = Disagree,1 = Strongly Disagree,2 = Disagree,4 = Agree,4 = Agree,2 = Disagree,1 = Strongly Disagree,1 = Strongly Disagree,4 = Agree,4 = Agree,4 = Agree,1 = Strongly Disagree,3 = Neither Agree nor Disagree,1 = Strongly Disagree,2 = Had a strong positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,fell into it,Nope,Nope,"Yes, a geologist",Team building,Female,,Non-Hispanic or Latino,White,,,Yes
4 = Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,5 = Strongly Agree,2 = Disagree,5 = Strongly Agree,5 = Strongly Agree,2 = Disagree,1 = Strongly Disagree,1 = Strongly Disagree,2 = Disagree,5 = Strongly Agree,3 = Neither Agree nor Disagree,4 = Agree,2 = Disagree,1 = Strongly Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,It is the one subject throughout school that had me engaged and enjoying learning about it. ,"I left a business management and entrepreneurship major to study Geoscience. Of all the majors, I would not leave to study another one, unless I was failing out of school. ",I switched from business management because of the first Water Planet class. We did a lab with the stream table that I loved. I find studying the Earth to be very personally engaging. ,"I plan to continue on in the world of geosciences. I am intrigued by exploration geology, paleontology, soils and planetary geology",I have had to opportunity to meet some really awesome friends through the field trip that took place in spring of 2022 in SW Utah and Death Valley. The major is keeping me in college. ,Male,,Non-Hispanic or Latino,White,,,Yes
4 = Agree,4 = Agree,5 = Strongly Agree,4 = Agree,4 = Agree,2 = Disagree,1 = Strongly Disagree,4 = Agree,1 = Strongly Disagree,5 = Strongly Agree,4 = Agree,1 = Strongly Disagree,1 = Strongly Disagree,4 = Agree,4 = Agree,5 = Strongly Agree,2 = Disagree,2 = Disagree,4 = Agree,2 = Disagree,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,Geology feels exactly where I’m supposed to be,I dropped out of college three times dealing with the aftermath of being a survivor ,"Yes, economics (because it wasn’t impacted when applying for college) and I chose geology because I’m most passionate about geology and our Earth ","Yes, right now I have an internship at a civil engineering firm but I’m also considering the water district. But I’d like to do something more specific to geology and am considering grad school. ",My advisor has given me the opportunity to work on my own research with him and write a thesis.  ,Female,,Non-Hispanic or Latino,White,,I am a survivor ,Yes
2 = Disagree,1 = Strongly Disagree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,1 = Strongly Disagree,2 = Disagree,5 = Strongly Agree,1 = Strongly Disagree,4 = Agree,5 = Strongly Agree,2 = Disagree,2 = Disagree,4 = Agree,4 = Agree,4 = Agree,5 = Strongly Agree,2 = Disagree,4 = Agree,3 = Neither Agree nor Disagree,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,#NAME?,#NAME?,#NAME?,2 = Had a strong positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,"Due to classes being online during Covid, I have very little field experience and worry about how I will perform as a geoscientist after receiving my degree","I couldn’t pass CHEM120A for a Biological Science major, so I changed my major to Earth Science","Many times. I even applied and go into CSULB, but after taking with Professor Laton, I changed my mind.",Biological Sciences,Not really. I want to go back to come back to CSUF after I graduate to get my degree in Biological Sciences. I want to be a restoration project manager and having both of these degrees will make my very qualified and I’ll be able to follow my passion.,"I think sexuality of geoscience majors should be considered because it is a traditionally masculine field and from what I’ve seen, I think the student body would feel more supported by some sort of LGBTQ inclusion",Female,Genderqueer,Non-Hispanic or Latino,Other/I'll type it below,Ashkenazi Jew,,Yes
